airport_ident,le_ident,le_lat,le_lon,le_heading_deg,he_ident,he_lat,he_lon,he_heading_deg,length_ft,width_ft,surface,closed
YMWT,15,,,,33,,,,4068,,S,0
YMWX,13,,,,31,,,,2798,,N,0
YMYB,12,-25.5118,152.712,129.0,30,-25.5168,152.719,309.0,2904,98,GRS,0
YMYB,17,-25.5064,152.713,174.0,35,-25.5206,152.714,354.0,5207,98,ASP,0
YMYH,14,,,,32,,,,3805,,X,0
YMYI,13,,,,31,,,,4757,,X,0
YMYR,09,,,,27,,,,3280,,X,0
YMYT,01,,,,19,,,,4035,,C,0
YMYV,11,,,,29,,,,3280,,N,0
YMYW,15,,,,33,,,,3280,,S,0
YMYY,06,,,,24,,,,3280,,S,0
YMZI,06,,,,24,,,,3608,,N,0
YMZI,14,,,,32,,,,2952,,N,0
YNAB,10,,,,28,,,,5249,,B,0
YNAN,05,,,,23,,,,3608,,N,0
YNAP,14,,,,32,,,,3474,,C,0
YNAR,05,-34.7037,146.509,53.0,23,-34.6987,146.5171,233.0,3346,98,GVL,0
YNAR,14,-34.6933,146.505,144.0,32,-34.7051,146.516,324.0,5302,98,ASP,0
YNAU,10,,,,28,,,,2296,,XUG,0
YNAU,18,,,,36,,,,3280,,XUG,0
YNBR,09,-30.3138,149.8289,95.0,27,-30.3145,149.837,275.0,3980,98,GRS,0
YNBR,18,-30.3141,149.828,193.0,36,-30.3296,149.8235,13.0,5000,98,ASP,0
YNCD,04,,,,22,,,,3280,,X,0
YNCD,13,,,,31,,,,2624,,X,0
YNCS,13,,,,31,,,,2952,,C,0
YNDG,04,,,,22,,,,2657,,XUG,0
YNDG,13,,,,31,,,,2985,,XUG,0
YNDR,04,,,,22,,,,2460,,N,0
YNDR,11,,,,29,,,,3280,,N,0
YNDS,06,,,,24,,,,3280,,S,0
YNDS,09,,,,27,,,,3937,,S,0
YNES,07,,,,25,,,,3280,,N,0
YNES,13,,,,31,,,,3937,,N,0
YNGB,02,,,,20,,,,2624,,G,0
YNGU,11,-14.7206,134.741,115.0,29,-14.7263,134.754,295.0,5020,59,ASP,0
YNHL,09,-36.3098,141.642,103.0,27,-36.3117,141.652,283.0,3281,60,ASP,0
YNHL,18,-36.307,141.644,187.0,36,-36.3169,141.642,7.0,3615,98,GRS,0
YNHP,06,,,,24,,,,3543,50,Dirt,0
YNHS,02,,,,20,,,,2952,,G,0
YNHV,13,,,,31,,,,3605,,X,0
YNIC,08,,,,26,,,,3937,,N,0
YNIC,12,,,,30,,,,5479,,N,0
YNIG,08,,,,26,,,,3280,,G,0
YNIN,03,,,,21,,,,3280,,G,0
YNIN,15,,,,33,,,,2788,,G,0
YNKA,16,,,,34,,,,4593,,X,0
YNMN,17,,,,35,,,,3280,,S,0
YNNT,09,,,,27,,,,4921,,C,0
YNOC,08,,,,26,,,,328,,C,0
YNOF,16,,,,34,,,,2624,,N,0
YNON,03,,,,21,,,,3280,,X,0
YNON,12,,,,30,,,,3280,,X,0
YNOO,09,,,,27,,,,1476,,X,0
YNOO,18,,,,36,,,,2788,,C,0
YNOV,06,,,59.0,24,,,239.0,6562,99,ASP,0
YNPA,17,,,,35,,,,4593,,N,0
YNPB,12,,,,30,,,,2887,,C,0
YNPD,01,,,,19,,,,2624,,X,0
YNPE,13,-10.9384,142.4479,137.0,31,-10.9508,142.459,317.0,5462,98,ASP,0
YNPU,05,,,,23,,,,3274,,X,0
YNRB,01,,,,19,,,,2952,,N,0
YNRB,08,,,,26,,,,3444,,X,0
YNRC,02,-36.99,140.723,27.0,20,-36.9792,140.73,207.0,3668,98,GRE,0
YNRC,08,-36.9809,140.717,84.0,26,-36.9799,140.729,264.0,3438,60,ASP,0
YNRG,10,,,,28,,,,4101,,Sealed,0
YNRG,18,,,,36,,,,3937,,Sealed,0
YNRL,02,,,,20,,,,3182,,C,0
YNRL,06,,,,24,,,,3592,,C,0
YNRM,04,-32.2184,148.221,54.0,22,-32.2126,148.23,234.0,3609,148,ASP,0
YNRM,11,-32.2123,148.218,121.0,29,-32.2195,148.231,301.0,4990,98,ASP,0
YNRN,05,-25.6846,150.8541,,23,-25.6774,150.8648,,4407,164,Dirt,0
YNRR,07,,,,25,,,,4593,,X,0
YNRV,06,-33.8018,120.2,58.9,24,-33.794,120.216,238.9,5512,98,PER,0
YNRV,14,-33.7934,120.207,138.6,32,-33.8015,120.215,318.6,3927,98,GVL,0
YNSH,11,,,,29,,,,3280,,X,0
YNSM,01,,,,19,,,,4960,,C,0
YNSM,04,,,,22,,,,3405,,C,0
YNTM,14,,,,32,,,,4494,,B,0
YNTN,14,-17.6808,141.067,146.0,32,-17.6935,141.076,326.0,5499,98,ASP,0
YNUB,10,,,,28,,,,3608,,L,0
YNUD,14,,,,32,,,,4593,,X,0
YNUE,16,,,,34,,,,3280,,S,0
YNUL,14,,,,32,,,,4002,,SU,0
YNUM,15,-14.2644,135.712,151.0,33,-14.2747,135.718,331.0,4331,59,PER,0
YNVE,04,,,,22,,,,2798,,G,0
YNVL,13,,,,31,,,,1499,,G,0
YNWL,05,,,,23,,,,2296,,S,0
YNWL,17,,,,35,,,,3608,,C,0
YNWN,05,-23.4238,119.795,56.0,23,-23.4132,119.811,236.0,6798,98,ASP,0
YNWT,07,,,,25,,,,3605,,N,0
YNYG,09,,,,27,,,,3608,,S,0
YNYM,13,,,,31,,,,3500,,N,0
YNYN,05,-31.5544,147.196,59.0,23,-31.5469,147.21,239.0,5390,98,ASP,0
YNYN,18,-31.5446,147.201,193.0,36,-31.5539,147.198,13.0,3484,98,GRS,0
YNYP,10,,,,28,,,,4494,,S,0
YOAD,15,,,,33,,,,6561,,S,0
YOAP,06,,,,24,,,,3904,,X,0
YOAS,08,,,,26,,,,2788,,G,0
YOAS,18,,,,36,,,,2788,,G,0
YODA,10,,,,28,,,,3937,,S,0
YODL,09,,,,27,,,,4921,,N,0
YODL,18,,,,36,,,,3608,,N,0
YOEN,12,-12.3226,133.002,119.0,30,-12.3283,133.012,299.0,4331,98,PER,0
YOI,11,,,,29,,,,4915,141,gravel,0
YOIT,07,,,,25,,,,4593,,N,0
YOKE,11,,,,29,,,,3280,,X,0
YOKV,18,,,,36,,,,4593,,S,0
YOLA,09,-38.2853,143.6706,,27,-38.2865,143.6806,,2788,33,asphalt,0
YOLD,07,-30.4868,136.8669,64.0,25,-30.4812,136.8851,244.0,6102,98,ASP,0
YOLW,03,,,,21,,,,5249,,asphalt,0
YOLW,12,,,,30,,,,3257,,X,1
YOMI,04,,,,22,,,,4921,,S,0
YOMI,13,,,,31,,,,2624,,S,0
YOMO,13,,,,31,,,,2624,,G,0
YOOD,04,,,,22,,,,4488,,N,0
YOOD,13,,,,31,,,,4215,,S,0
YOOK,09,,,,27,,,,4691,,X,0
YOOK,17,,,,35,,,,4461,,X,0
YOOM,12,-28.0943,140.191,127.0,30,-28.1036,140.205,307.0,5636,98,ASP,0
YOOO,12,,,,30,,,,3608,,X,0
YORA,04,,,,20,,,,3116,,G,0
YORA,13,,,,31,,,,1968,,G,0
YORB,07,,,,25,,,,3740,,S,0
YORG,04,-33.3784,149.121,52.0,22,-33.3732,149.129,232.0,2559,98,GRS,0
YORG,11,-33.3747,149.1191,125.0,29,-33.3863,149.138,305.0,5499,98,ASP,0
YORL,15,,,,33,,,,5511,,X,0
YORR,15,,,,33,,,,3740,,N,0
YORT,14,,,,32,,,,3149,,N,0
YORV,09,,,,27,,,,3198,,G,0
YORV,18,,,,36,,,,3503,,G,0
YORW,05,,,,23,,,,4265,,X,0
YOSB,12,,,,30,,,,6550,75,ASP,0
YOTN,14,,,,32,,,,2624,,N,0
YOUN,10,,,,28,,,,3937,,N,0
YOUY,09,,,,27,,,,3280,,X,0
YP1,H1,,,,,,,,20,20,Asphalt/Concrete,0
YPAC,02,,,,20,,,,3280,,B,0
YPAD,05,-34.9585,138.517,50.0,23,-34.9406,138.543,230.0,10171,148,ASP,0
YPAD,12,-34.9412,138.522,123.0,30,-34.9494,138.537,303.0,5420,148,ASP,0
YPAG,15,-32.4981,137.711,159.0,33,-32.512,137.718,339.0,5413,98,ASP,0
YPAM,14,-18.751,146.5781,143.0,32,-18.7592,146.5846,323.0,3730,59,ASPH,0
YPAY,13,,,,31,,,,4015,,S,0
YPBH,09,,,,27,,,,3608,,G,0
YPBH,18,,,,36,,,,2099,,G,0
YPBO,06,-23.1755,117.737,65.0,24,-23.1674,117.756,245.0,6995,148,ASP,0
YPCC,15,-12.1819,96.8279,149.0,33,-12.2008,96.8394,329.0,7999,148,ASP,0
YPCE,06,,,,24,,,,3454,,X,0
YPCH,06,,,,24,,,,2500,,G,0
YPCH,18,,,,36,,,,2952,,X,0
YPCM,16,-11.7563,130.8787,,34,-11.7678,130.8829,,4668,161,Dirt,0
YPCS,03,,,,21,,,,5249,,L,0
YPCS,07,,,,25,,,,1476,,L,0
YPDA,16,,,,34,,,,4104,75,Grass,0
YPDI,15,,,,33,,,,3608,,S,0
YPDN,11,-12.4094,130.865,109.0,29,-12.4192,130.894,289.0,11004,197,ASP,0
YPDN,18,-12.4088,130.871,180.0,36,-12.4226,130.871,360.0,5000,98,ASP,0
YPDO,09,,,,27,,,,3280,,L,0
YPDY,16,,,,34,,,,3280,,N,0
YPEA,05,-31.6723,116.009,45.0,23,-31.6615,116.021,225.0,5548,148,ASP,0
YPEA,18L,-31.6624,116.014,174.0,36R,-31.6843,116.017,354.0,8002,148,ASP,0
YPEA,18R,-31.6688,116.013,173.0,36L,-31.6844,116.015,353.0,5712,98,ASP,0
YPED,04,-34.7112,138.616,48.0,22,-34.6993,138.632,228.0,6437,150,GRS,0
YPED,18,-34.6919,138.618,189.0,36,-34.7184,138.6132,9.0,8399,150,ASP,0
YPEF,15,,,,33,,,,2494,,G,0
YPEF,18,,,,36,,,,4265,,G,0
YPFT,12,,,,30,,,,2998,,N,0
YPFT,18,,,,36,,,,2500,,N,0
YPGH,09,,,,27,,,,3396,65,Dirt,0
YPGH,18,,,,36,,,,3280,,N,1
YPGV,13,-12.2628,136.81,130.0,31,-12.2757,136.825,310.0,7244,148,ASP,0
YPID,04,,,,22,,,,3220,59,Gravel,0
YPIN,05,,,,23,,,,3510,,N,0
YPIR,03,-33.241,137.998,41.0,21,-33.2365,138.003,221.0,2205,98,GRS,0
YPIR,08,-33.2381,137.991,90.0,26,-33.2381,138.002,270.0,3422,98,ASP,0
YPIR,17,-33.2351,137.991,180.0,35,-33.2447,137.991,360.0,3507,98,GRE,0
YPIX,14,,,,32,,,,4265,,X,0
YPIX,18,,,,36,,,,3608,,X,0
YPJI,09,,,,27,,,,4593,,X,0
YPJI,14,,,,32,,,,3280,,X,0
YPJT,06L,-32.1006,115.874,54.0,24R,-32.0933,115.886,234.0,4569,98,ASP,0
YPJT,06R,-32.1009,115.877,54.0,24L,-32.0948,115.887,234.0,3773,59,ASP,0
YPJT,12,-32.0999,115.8725,114.0,30,-32.1056,115.887,294.0,4948,98,ASP,0
YPKA,08,-20.714,116.7647,83.0,26,-20.7117,116.7864,263.0,7480,148,ASP,0
YPKE,04,,,,22,,,,3608,,S,0
YPKG,11,-30.7883,121.455,110.0,29,-30.7946,121.474,290.0,6562,148,ASP,0
YPKG,18,-30.7814,121.462,185.0,36,-30.7922,121.461,5.0,3936,59,ASP,0
YPKH,18,,,,36,,,,2296,,G,0
YPKI,03,,,,21,,,,2755,,N,0
YPKI,14,,,,32,,,,1804,,N,0
YPKL,03,,,,21,,,,2624,,B,0
YPKS,04,-33.1372,148.231,55.0,22,-33.1285,148.245,235.0,5525,148,ASP,0
YPKS,11,-33.1248,148.23,124.0,29,-33.1332,148.245,304.0,5322,98,ASP,0
YPKT,16,-14.2435,129.528,161.0,34,-14.2556,129.532,341.0,4626,59,ASP,0
YPKU,12,-15.7739,128.7017,119.0,30,-15.782,128.717,299.0,6000,98,ASP,0
YPLC,01,-34.6126,135.877,17.0,19,-34.5997,135.881,197.0,4918,98,ASP,0
YPLC,05,-34.6074,135.875,58.0,23,-34.6012,135.887,238.0,4183,98,GVL,0
YPLC,15,-34.5991,135.875,154.0,33,-34.6108,135.882,334.0,4757,98,GVL,0
YPLG,17,,,,35,,,,3412,,C,0
YPLI,09,,,,27,,,,2998,,G,0
YPLL,08,,,,26,,,,5249,,X,0
YPLM,18,-22.22,114.091,184.0,36,-22.2474,114.089,4.0,9997,148,ASP,0
YPLU,07,,,,25,,,,4921,,X,0
YPMB,09,,,,27,,,,2624,,N,0
YPMB,15,,,,33,,,,3608,,N,0
YPME,11,,,,29,,,,3280,,X,0
YPMH,18,-29.7061,135.5263,,36,-29.7257,135.5225,,7218,98,GRAVEL,0
YPMP,14,-14.891,141.606,150.6,32,-14.9018,141.612,330.6,4462,98,ASP,0
YPMQ,03,-31.4429,152.8572,30.0,21,-31.4289,152.867,210.0,5203,98,ASP,0
YPMQ,10,-31.4326,152.866,114.0,28,-31.4352,152.873,294.0,2283,60,GRS,1
YPNC,12,,,,30,,,,3182,,G,0
YPNG,05,,,,23,,,,3280,,N,0
YPNG,12,,,,30,,,,3280,,N,0
YPNI,18,,,,36,,,,5249,,N,0
YPNN,18,,,,36,,,,4396,,X,0
YPNW,11,,,,29,,,,4484,,X,0
YPOD,08,-38.3195,141.463,87.0,26,-38.3188,141.481,267.0,5302,98,ASP,0
YPOD,17,-38.3137,141.466,177.0,35,-38.3243,141.467,357.0,3871,98,GVL,0
YPOK,18,,,,36,,,,2755,,G,0
YPPD,14,-20.3741,118.622,138.0,32,-20.3907,118.638,318.0,8202,148,ASP,0
YPPD,18,-20.3703,118.629,183.0,36,-20.3793,118.629,3.0,3281,59,ASP,0
YPPF,03L,-34.8038,138.631,28.0,21R,-34.7931,138.638,208.0,4429,59,ASP,0
YPPF,03R,-34.8022,138.634,28.0,21L,-34.792,138.641,208.0,4196,98,GVL,0
YPPF,08L,-34.7935,138.625,85.0,26R,-34.7928,138.635,265.0,3143,59,ASP,0
YPPF,08R,-34.7956,138.623,85.0,26L,-34.7948,138.634,265.0,3255,59,ASP,0
YPPH,03,-31.9587,115.96,14.0,21,-31.9286,115.968,194.0,11299,148,ASP,0
YPPH,06,-31.941,115.959,59.0,24,-31.9309,115.979,239.0,7096,148,ASP,0
YPRA,04,,,,22,,,,1968,,G,0
YPRA,09,,,,27,,,,2952,,G,0
YPRE,18,,,,36,,,,2788,,G,0
YPSH,04,,,,22,,,,2985,,N,0
YPSR,H1,,,,,,,,59,59,Asphalt,0
YPTB,18,,,,36,,,,3805,,C,0
YPTJ,15,,,,33,,,,5905,,X,0
YPTN,14,-14.5122,132.369,139.0,32,-14.5309,132.386,319.0,9003,150,ASP,0
YPUA,18,,,,36,,,,4560,,X,0
YPUN,14,,,,32,,,,4593,,X,0
YPVD,11,,,,29,,,,3116,,C,0
YPWH,03,,,,21,,,,2493,,B,0
YPWR,12,-31.1369,136.815,125.0,30,-31.1452,136.829,305.0,5295,98,GVL,0
YPWR,18,-31.1351,136.814,186.0,36,-31.1564,136.811,6.0,7782,148,ASP,0
YPXM,18,-10.4408,105.69,175.0,36,-10.4597,105.692,355.0,6900,148,ASP,0
YPYA,18,,,,36,,,,,,,0
YPYD,17,,,,35,,,,3608,,X,0
YPYF,10,,,,28,,,,5741,,X,0
YPYF,18,,,,36,,,,4199,,X,0
YQBE,18,,,,36,,,,3280,,S,0
YQBK,05,,,,23,,,,1640,,N,0
YQBK,09,,,,27,,,,2624,,N,0
YQDG,06,,,,24,,,,4265,,X,0
YQDG,09,,,,27,,,,2132,,N,0
YQDI,06,-31.5015,150.513,65.0,24,-31.4974,150.524,245.0,3629,60,ASP,0
YQDI,14,-31.4909,150.514,140.0,32,-31.503,150.526,320.0,5807,98,GVL,0
YQLP,09,-26.6089,144.25,95.0,27,-26.6098,144.265,275.0,4898,98,COP,0
YQLP,18,-26.6015,144.256,195.0,36,-26.6109,144.2532,15.0,3510,98,CLA,0
YQNS,09,,,,27,,,,4101,,X,0
YQON,09,,,,27,,,,3937,,N,0
YQON,18,,,,36,,,,2496,,N,0
YQRN,17,,,,35,,,,3608,,C,0
YQUE,09,,,,27,,,,3280,,X,0
YRAG,18,,,,36,,,,2296,,G,0
YRAM,04,,,,22,,,,1640,,S,0
YRAM,06,,,,24,,,,3444,,C,0
YRAT,18,,,180.0,36,,,0.0,1716,,gravel,0
YRAV,12,,,,30,,,,2952,,G,0
YRAV,18,,,,36,,,,3937,,G,0
YRAW,09,,,,27,,,,3871,,L,0
YRBB,15,,,,33,,,,2624,,S,0
YRBE,02,,,32.0,20,,,147.0,1360,100,grass,0
YRBE,14,,,,32,,,,2165,180,grass,0
YRBH,H1,,,,,,,,66,66,Concrete,0
YRBK,H1,,,,,,,,59,59,Concrete,0
YRBK,H2,,,,,,,,59,59,Concrete,0
YRBN,06,-34.6462,150.6393,,24,-34.644,150.6449,,1614,167,Turf/Grass,0
YRBR,13,,,,31,,,,3805,,C,0
YRBT,09,,,,27,,,,4396,,N,0
YRDA,05,,,,23,,,,4265,,N,0
YRDA,11,,,,29,,,,3280,,N,0
YRDM,09,,,,27,,,,3854,,X,0
YRDY,01,,,,19,,,,3608,,X,0
YRDY,10,,,,28,,,,4593,,X,0
YRED,07,,,,25,,,,2798,,B,0
YREN,07,-34.2004,140.66,74.0,25,-34.1961,140.678,254.0,5709,98,ASP,0
YREN,12,,,,30,,,,,,UNK,0
YREN,18,-34.1964,140.679,185.0,36,-34.2055,140.678,5.0,3360,98,GVL,0
YRHL,06,,,,24,,,,2624,,L,0
YRHL,14,,,,32,,,,2296,,L,0
YRID,02,,,,20,,,,2789,,B,0
YRKE,02,,,,20,,,,2952,,G,0
YRKS,06,,,,24,,,,3280,,N,0
YRKS,15,,,,33,,,,3280,,N,0
YRLE,12,,,,30,,,,3608,,S,0
YRLL,13,,,,31,,,,3215,,X,0
YRMD,09,-20.7002,143.107,98.0,27,-20.7022,143.121,278.0,5000,98,ASP,0
YRNG,09,-12.3568,134.886,92.0,27,-12.3573,134.899,272.0,4825,59,PER,0
YRNW,06,,,,24,,,,3999,,S,0
YRNW,18,,,,36,,,,1899,,S,0
YROB,34,,,,11,,,,0,,N,0
YROE,09,,,,27,,,,5137,,dirt,0
YROE,18,,,,36,,,,5666,,dirt,1
YROI,01,,,,19,,,,3740,,B,0
YROI,12,,,,30,,,,3854,,S,0
YROK,14,,,,32,,,,3280,,X,0
YROM,09,-26.5441,148.766,102.0,27,-26.5456,148.774,282.0,2628,98,GRS,0
YROM,18,-26.5377,148.777,192.0,36,-26.551,148.774,12.0,4934,98,ASP,0
YROT,11,,,,29,,,,3937,,X,0
YROV,08,,,,26,,,,2952,,X,0
YRRB,13,,,,31,,,,4107,,X,0
YRRG,10,,,,28,,,,5905,,X,0
YRRR,10,,,,28,,,,2132,,G,0
YRSB,14,,,,32,,,,4455,,C,0
YRSK,11,,,,29,,,,3280,,X,0
YRSY,03,,,,21,,,,3198,,G,0
YRSY,15,,,,33,,,,2395,,G,0
YRTI,09,-32.0063,115.533,91.0,27,-32.0063,115.547,271.0,4242,59,ASP,0
YRTP,12,,,,30,,,,3205,,C,0
YRUD,06,,,,24,,,,3280,,X,0
YRUD,15,,,,33,,,,4921,,X,0
YRVE,09,,,,27,,,,2952,,X,0
YRWA,02,,,,20,,,,3608,,L,0
YRWA,12,,,,30,,,,3280,,L,0
YRWH,05,,,,23,,,,3608,,C,0
YRXB,01,,,,19,,,,2001,,X,0
YRXB,09,,,,27,,,,2919,,X,0
YRYH,09,,,,27,,,,3937,,S,0
YRYH,13,,,,31,,,,3116,,N,0
YRYK,03,,,,21,,,,3608,,X,0
YRYL,09,,,,27,,,,2900,100,grass,0
YRYL,17,,,,35,,,,2600,100,Grass,0
YSAH,09,,,,27,,,,3280,,X,0
YSAI,18,,,,36,,,,3937,,C,0
YSAN,09,,,,27,,,,3280,,X,0
YSAN,18,,,,36,,,,3280,,X,0
YSAR,16,,,,34,,,,3444,,C,0
YSBK,11C,-33.9196,150.984,124.0,29C,-33.9268,150.996,304.0,4644,98,ASP,0
YSBK,11L,-33.9201,150.987,124.0,29R,-33.9257,150.997,304.0,3609,98,ASP,0
YSBK,11R,-33.9216,150.985,124.0,29L,-33.9268,150.994,304.0,3419,75,ASP,0
YSBO,18,,,,36,,,,3280,,X,0
YSCA,08,,,8.0,26,,,26.0,5500,60,Earth/sand,0
YSCA,17,,,170.0,35,,,350.0,2700,60,Earth/sand,0
YSCB,12,-35.3007,149.185,130.0,30,-35.3104,149.199,310.0,5509,98,ASP,0
YSCB,17,-35.2906,149.1944,180.0,35,-35.3202,149.1944,360.0,10771,148,ASP,0
YSCD,06,,,,24,,,,6562,98,,0
YSCN,06,-34.0406,150.681,65.0,24,-34.035,150.695,245.0,4804,98,ASP,0
YSCN,10,-34.0415,150.682,111.0,28,-34.0438,150.689,291.0,2372,98,GRS,0
YSCO,11,-32.0348,150.8259,124.0,29,-32.0415,150.8385,304.0,4606,98,ASP,0
YSCR,09,,,,27,,,,4337,,S,0
YSCR,14,,,,32,,,,4609,,X,0
YSDL,14,,,,32,,,,4265,,X,0
YSDU,05,-32.2228,148.569,53.0,23,-32.2137,148.583,233.0,5604,148,ASP,0
YSDU,11,-32.2144,148.573,118.0,29,-32.219,148.583,298.0,3501,60,ASP,0
YSDW,08,,,,26,,,,2624,,G,0
YSDW,18,,,,36,,,,1640,,G,0
YSEN,05,,,,23,,,,2952,,B,0
YSEN,09,,,,27,,,,1968,,G,0
YSFI,10,,,,28,,,,2952,,X,0
YSFY,09,,,,27,,,,2296,,G,0
YSGD,14,,,,32,,,,3280,,S,0
YSGE,11,-28.0469,148.589,120.0,29,-28.0539,148.602,300.0,4987,98,ASP,0
YSGR,08,,,,26,,,,3280,,N,0
YSGT,10,,,,28,,,,3608,,B,0
YSGW,08,,,,26,,,,3572,,S,0
YSHG,10,,,,28,,,,4757,,X,0
YSHK,18,-25.8889,113.5756,178.0,36,-25.9041,113.5761,358.0,5545,98,ASP,0
YSHL,08,-34.5623,150.782,94.0,26,-34.5632,150.796,274.0,4367,98,ASP,0
YSHL,16,-34.5515,150.785,169.0,34,-34.5675,150.789,349.0,5967,98,ASP,0
YSHN,02,,,,20,,,,2952,,X,0
YSHR,14,,,,32,,,,3608,,N,0
YSHT,09,-36.4295,145.3909,98.0,27,-36.4301,145.3956,278.0,1388,98,GVL,0
YSHT,18,-36.4221,145.393,191.0,36,-36.4323,145.3906,11.0,4521,60,ASP,0
YSIA,13,,,,34,,,,2296,,N,0
YSIA,16,,,,34,,,,3608,,N,0
YSII,12,,,,30,,,,2099,,N,0
YSLG,13,,,,31,,,,3937,,X,0
YSLK,09,,,,27,,,,3412,,G,0
YSLK,17,,,,35,,,,2296,,G,0
YSLN,12,,,,30,,,,2624,,G,0
YSLV,08,,,,26,,,,3280,,N,0
YSMB,17,,,,35,,,,,,,0
YSMI,06,-40.8386,145.075,69.0,24,-40.8335,145.093,249.0,5246,60,ASP,0
YSMI,10,-40.831,145.085,113.0,28,-40.8329,145.091,293.0,2034,98,GVL,0
YSMR,11,,,,29,,,,3280,,N,0
YSMY,12,,,,30,,,,3280,,C,0
YSNB,13,-11.4137,130.644,129.0,31,-11.422,130.654,309.0,4734,98,ASP,0
YSNF,04,-29.0466,167.933,50.0,22,-29.0382,167.945,230.0,4708,98,ASP,0
YSNF,11,-29.0364,167.93,122.0,29,-29.0458,167.947,302.0,6398,150,ASP,0
YSNT,09,,,,27,,,,1988,,N,0
YSNT,18,,,,36,,,,2283,,N,0
YSNW,03,-34.9489,150.536,45.0,21,-34.9357,150.552,225.0,6713,148,ASP,0
YSNW,08,-34.9479,150.527,95.0,26,-34.9493,150.549,275.0,6870,148,ASP,0
YSOL,09,,,,27,,,,6562,148,,0
YSOW,09,,,,27,,,,3280,,L,0
YSPE,08,-28.6199,151.9725,91.0,26,-28.6202,151.99,271.0,5597,98,ASP,0
YSPF,14,,,,32,,,,2624,,C,0
YSPI,01,,,,19,,,,1968,,L,0
YSPI,12,,,,30,,,,3982,,X,0
YSPK,08,,,,26,,,,3248,,N,0
YSPT,01,-27.9254,153.37,25.0,19,-27.9183,153.373,205.0,2871,,ASP,0
YSPV,01,,,,19,,,,5000,,X,0
YSPV,13,,,,31,,,,2624,,N,0
YSRD,06,,,,24,,,,6397,,X,0
YSRI,10,-33.6016,150.771,107.0,28,-33.6073,150.793,287.0,7001,148,ASP,0
YSRN,18,,,,36,,,,4002,,X,0
YSRT,04,,,,22,,,,2001,,N,0
YSRT,08,,,,26,,,,3526,,B,0
YSSY,07,-33.9437,151.164,74.0,25,-33.9375,151.19,254.0,8300,148,ASP,0
YSSY,16L,-33.9496,151.188,168.0,34R,-33.9711,151.194,348.0,7999,148,ASP,0
YSSY,16R,-33.9294,151.172,168.0,34L,-33.9643,151.181,348.0,12999,148,ASP,0
YSTA,09,-36.6444,143.177,97.0,27,-36.645,143.183,277.0,1755,60,GVL,0
YSTA,18,-36.6365,143.185,187.0,36,-36.6454,143.184,7.0,3278,60,PEM,0
YSTB,10,,,,28,,,,2952,,N,0
YSTC,09,,,,27,,,,3937,,C,0
YSTH,08,,,,26,,,,3510,,S,0
YSTO,04,,,,22,,,,3280,,X,0
YSTR,05,,,,23,,,,3608,,S,0
YSTR,13,,,,31,,,,3937,,S,0
YSTT,10,,,,28,,,,3316,,N,0
YSTW,06,-31.0832,150.843,73.0,24,-31.081,150.851,253.0,2762,98,GRS,0
YSTW,12L,-31.0711,150.837,133.0,30R,-31.0846,150.854,313.0,7218,148,ASP,0
YSTW,12R,-31.0813,150.833,133.0,30L,-31.0881,150.841,313.0,3642,60,ASP,0
YSTW,18,-31.0771,150.847,188.0,36,-31.0862,150.845,8.0,3346,98,GRS,0
YSUJ,13,,,,31,,,,3205,,N,0
YSVN,17,,,,35,,,,3116,,G,0
YSWA,03,,,,21,,,,2952,,G,0
YSWE,12,,,,30,,,,3608,,C,0
YSWG,05,-35.1671,147.46,62.0,23,-35.1596,147.477,242.0,5807,148,ASP,0
YSWG,12,-35.1642,147.4631,125.0,30,-35.1687,147.4707,305.0,2792,59,CLA,0
YSWH,04,-35.3821,143.5309,49.0,22,-35.3763,143.5391,229.0,3166,75,GRS,0
YSWH,08,-35.3749,143.525,92.0,26,-35.3751,143.541,272.0,4905,98,ASP,0
YSWH,15,-35.3762,143.535,156.0,33,-35.382,143.538,336.0,2329,98,GRS,0
YSWI,09,,,104.0,27,,,284.0,1473,70,GRS,0
YSWK,01,-30.9288,153.0261,,19,-30.9202,153.027,,2752,164,Turf/Grass,0
YSWL,11,-37.0656,142.727,115.0,29,-37.0709,142.741,295.0,4603,98,ASP,0
YSWL,18,-37.0713,142.742,185.0,36,-37.079,142.741,5.0,2802,60,ASP,0
YSYN,10,,,,28,,,,2624,,C,0
YSYN,14,,,,32,,,,3280,,C,0
YTAA,17,,,,35,,,,4803,,X,0
YTAB,09,,,,27,,,,3444,,S,0
YTAD,06,,,,24,,,,3937,,C,0
YTAD,15,,,,33,,,,4799,,C,0
YTAM,08,,,,26,,,,3579,,C,0
YTAM,12,,,,30,,,,3608,,X,0
YTAN,11,,,,29,,,,3280,,N,0
YTAR,04,,,,22,,,,4166,,X,0
YTAR,09,,,,27,,,,4265,,X,0
YTBB,15,,,,33,,,,3608,,X,0
YTBG,04,,,,22,,,,984,,B,0
YTBR,10,,,,28,,,,3408,,X,0
YTCF,10,,,,28,,,,3608,,X,0
YTCK,08,,,,26,,,,5511,,N,0
YTCY,13,,,,31,,,,4101,,X,0
YTDL,03,,,,21,,,,1968,,G,0
YTDL,09,,,,27,,,,1968,,G,0
YTDM,15,,,,33,,,,3280,,S,0
YTDN,04,-38.2182,145.4187,,22,-38.2133,145.4277,,3115,79,Asphalt,0
YTDN,14,,,,32,,,,950,33,Gravel,0
